Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Input Ortholog(s)	Ortholog Group
TGVEG_202285	TGVEG_202285-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIa:3,532,177..3,533,923(+)	EGF family domain-containing protein	TGGT1_202285,TGME49_202285,TGRH88_036740	OG6_132246
TGVEG_202290	TGVEG_202290-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIa:3,526,656..3,528,113(-)	putative membrane protein	TGGT1_202290,TGME49_202290,TGRH88_036730	OG6_130935
TGVEG_202300	TGVEG_202300-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIa:3,521,804..3,525,071(+)	putative inosine triphosphate pyrophosphatase	TGGT1_202300,TGME49_202300,TGRH88_036720	OG6_100769
TGVEG_202310	TGVEG_202310-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIa:3,517,299..3,519,896(+)	O-sialoglycoprotein endopeptidase	TGGT1_202310,TGME49_202310,TGRH88_036710	OG6_100288
TGVEG_202340	TGVEG_202340-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIa:3,502,061..3,506,194(+)	proline dehydrogenase	TGGT1_202340,TGME49_202340,TGRH88_036700	OG6_101295
TGVEG_202350	TGVEG_202350-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIa:3,491,774..3,499,705(+)	putative 50S ribosomal protein L21	TGGT1_202350,TGME49_202350,TGRH88_036690	OG6_101040
TGVEG_202360	TGVEG_202360-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIa:3,482,573..3,489,237(+)	putative methylase	TGGT1_202360,TGME49_202360,TGRH88_036680	OG6_103169
TGVEG_202370	TGVEG_202370-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIa:3,473,308..3,479,226(+)	putative T-complex protein 1, epsilon subunit (TCP-1-epsilon)	TGGT1_202370,TGME49_202370,TGRH88_036670	OG6_100235
TGVEG_202375	TGVEG_202375-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIa:3,468,258..3,468,917(-)	putative transmembrane protein	TGGT1_202375,TGME49_202375	OG6_490488
TGVEG_202380	TGVEG_202380-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIa:3,455,703..3,463,074(+)	putative rab GDI alpha	TGGT1_202380,TGME49_202380,TGRH88_036650	OG6_100967
TGVEG_202390	TGVEG_202390-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIa:3,450,535..3,453,168(-)	S15 sporozoite-expressed protein	TGGT1_202390,TGME49_202390,TGRH88_036640	OG6_215374
TGVEG_202400	TGVEG_202400-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIa:3,442,597..3,448,275(+)	calcium binding egf domain-containing protein	TGGT1_202400,TGME49_202400,TGRH88_036630	OG6_174055
TGVEG_202410	TGVEG_202410-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIa:3,430,181..3,437,784(+)	CRAL/TRIO domain protein	TGGT1_202410,TGME49_202410,TGRH88_036620	OG6_132275
TGVEG_202420	TGVEG_202420-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIa:3,425,622..3,427,286(+)	putative transmembrane protein	TGGT1_202420,TGME49_202420,TGRH88_036610	OG6_490057
TGVEG_202430	TGVEG_202430-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIa:3,419,294..3,422,037(-)	hypothetical protein	TGGT1_202430,TGME49_202430,TGRH88_036600	OG6_489805
TGVEG_202440	TGVEG_202440-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIa:3,414,760..3,417,522(+)	putative transmembrane protein	TGGT1_202440,TGME49_202440,TGRH88_036590	OG6_134715
TGVEG_202445	TGVEG_202445-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIa:3,412,317..3,413,346(-)	hypothetical protein	TGGT1_202445,TGME49_202445,TGRH88_036580	OG6_489379
TGVEG_202450	TGVEG_202450-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIa:3,409,352..3,410,508(-)	putative transmembrane protein	TGGT1_202450,TGME49_202450,TGRH88_036570	OG6_179347
TGVEG_202460	TGVEG_202460-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIa:3,397,483..3,405,312(-)	diacylglycerol kinase accessory domain (presumed) domain-containing protein	TGGT1_202460,TGME49_202460,TGRH88_036560	OG6_117937
TGVEG_202470	TGVEG_202470-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIa:3,390,643..3,394,842(+)	rRNA metabolism protein, SBDS family protein	TGGT1_202470,TGME49_202470,TGRH88_036550	OG6_101125
TGVEG_202480	TGVEG_202480-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIa:3,385,008..3,387,345(+)	hypothetical protein	TGGT1_202480,TGME49_202480,TGRH88_036530	OG6_201691
TGVEG_202490	TGVEG_202490-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIa:3,367,174..3,380,303(-)	AP2 domain transcription factor AP2VIIa-7	TGGT1_202490,TGME49_202490,TGRH88_036520	OG6_112057
TGVEG_202500	TGVEG_202500-t26_1	Toxoplasma gondii VEG	TGVEG_chrVIIa:3,361,318..3,363,380(-)	GAPM1a	TGGT1_202500,TGME49_202500,TGRH88_036510	OG6_130918
