Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Input Ortholog(s)	Ortholog Group
TGGT1_200480	TGGT1_200480-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIII:6,893,257..6,894,095(+)	Toxoplasma gondii family B protein	TGME49_200480,TGRH88_083300,TGVEG_200480	OG6_115507
TGGT1_200590	TGGT1_200590-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:9,676..11,892(-)	Toxoplasma gondii family C protein	TGME49_200590	OG6_118713
TGGT1_200595	TGGT1_200595-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:14,339..17,012(-)	hypothetical protein	TGME49_200595,TGRH88_048010,TGVEG_200595	OG6_490846
TGGT1_200600	TGGT1_200600-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:17,511..17,930(+)	hypothetical protein	TGME49_200600	OG6_490684
TGGT1_201100	TGGT1_201100-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,944,212..3,944,922(-)	hypothetical protein	TGRH88_037580,TGVEG_234060	OG6r21_155642
TGGT1_201110	TGGT1_201110-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,940,968..3,942,885(-)	hypothetical protein	TGME49_201110,TGRH88_037540,TGVEG_201110	OG6_151672
TGGT1_201120	TGGT1_201120-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,930,598..3,938,731(+)	ELMO/CED-12 family protein	TGME49_201120,TGRH88_037530,TGVEG_201120	OG6_102238
TGGT1_201130	TGGT1_201130-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,922,773..3,926,189(+)	rhoptry kinase family protein ROP33	TGME49_201130,TGRH88_037520,TGVEG_201130	OG6_490228
TGGT1_201140	TGGT1_201140-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,909,741..3,917,284(+)	hypothetical protein	TGME49_201140,TGRH88_037510,TGVEG_201140	OG6_490170
TGGT1_201150	TGGT1_201150-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,895,489..3,905,933(+)	heavy metal translocating P-type ATPase subfamily protein	TGME49_201150,TGRH88_037500,TGVEG_201150	OG6_100289
TGGT1_201160	TGGT1_201160-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,894,262..3,894,831(-)	hypothetical protein	TGME49_201160,TGRH88_037490,TGVEG_201160	OG6_489387
TGGT1_201170	TGGT1_201170-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,892,305..3,893,831(-)	hypothetical protein	TGME49_201170,TGRH88_037480,TGVEG_201170	OG6_489941
TGGT1_201180A	TGGT1_201180A-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,887,165..3,889,485(-)	hypothetical protein	TGME49_201180,TGRH88_037470,TGVEG_201180A	OG6_491224
TGGT1_201180B	TGGT1_201180B-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,885,819..3,886,928(-)	hypothetical protein	TGME49_201180,TGRH88_037470,TGVEG_201180B	OG6_491224
TGGT1_201190	TGGT1_201190-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,881,947..3,882,306(+)	hypothetical protein	TGRH88_037460,TGVEG_201190	OG6_492033
TGGT1_201200	TGGT1_201200-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,878,045..3,881,453(+)	zinc finger (CCCH type) motif-containing protein	TGME49_201200,TGRH88_037450,TGVEG_201200	OG6_119550
TGGT1_201210	TGGT1_201210-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,874,191..3,877,048(-)	hypothetical protein	TGME49_201210,TGRH88_037440,TGVEG_201210	OG6_491841
TGGT1_201220	TGGT1_201220-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,861,879..3,870,483(-)	zinc finger protein	TGME49_201220,TGRH88_037430,TGVEG_201220	OG6_105580
TGGT1_201230	TGGT1_201230-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,853,006..3,860,259(+)	kinesin motor domain-containing protein	TGME49_201230,TGRH88_037420,TGVEG_201230	OG6_491046
TGGT1_201240	TGGT1_201240-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,848,728..3,850,771(-)	hypothetical protein	TGME49_201240,TGRH88_037410,TGVEG_201240	OG6_490659
TGGT1_201250	TGGT1_201250-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,839,435..3,846,508(+)	putative histone lysine methyltransferase, SET	TGME49_201250,TGRH88_037400,TGVEG_201250	OG6_489315
TGGT1_201260	TGGT1_201260-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,829,167..3,834,859(-)	sugar transporter ST3	TGME49_201260,TGRH88_037390,TGVEG_201260	OG6_186227
TGGT1_201270	TGGT1_201270-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,819,439..3,825,216(-)	hypothetical protein	TGME49_201270,TGRH88_037380,TGVEG_201270	OG6_491425
TGGT1_201380	TGGT1_201380-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,812,592..3,817,565(+)	putative chorismate synthase	TGME49_201380,TGRH88_037370,TGVEG_201380	OG6_102633
TGGT1_201390	TGGT1_201390-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,811,236..3,811,562(-)	hypothetical protein	TGME49_201390,TGRH88_037360,TGVEG_201390	OG6_489809
TGGT1_201400	TGGT1_201400-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,801,972..3,807,611(-)	Sin3-associated polypeptide SAP18	TGME49_201400,TGRH88_037350,TGVEG_201400	OG6_103126
TGGT1_201520	TGGT1_201520-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,796,769..3,798,550(+)	protein phosphatase 2C domain-containing protein	TGME49_201520,TGRH88_037340,TGVEG_201520	OG6_126697
TGGT1_201630A	TGGT1_201630A-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,786,202..3,788,119(+)	protein phosphatase 2C domain-containing protein	TGME49_201630,TGRH88_037330,TGVEG_201630A	OG6_126697
TGGT1_201630B	TGGT1_201630B-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,789,333..3,791,056(+)	protein phosphatase 2C domain-containing protein	TGME49_201630,TGRH88_037330,TGVEG_201630B	OG6_126697
TGGT1_201640	TGGT1_201640-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,779,986..3,783,753(-)	hypothetical protein	TGRH88_037320,TGVEG_201640	OG6_491723
TGGT1_201650	TGGT1_201650-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,775,329..3,779,892(-)	hypothetical protein	TGME49_500260,TGRH88_037310,TGVEG_201650	OG6_491077
TGGT1_201660	TGGT1_201660-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,769,396..3,771,162(-)	hypothetical protein	TGME49_201660,TGRH88_037300,TGVEG_201660	OG6_490047
TGGT1_201670	TGGT1_201670-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,765,039..3,767,855(+)	DnaJ domain-containing protein	TGME49_201670,TGVEG_201670	OG6_490899
TGGT1_201680	TGGT1_201680-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,754,116..3,762,345(+)	putative eukaryotic initiation factor-3 subunit 10	TGME49_201680,TGRH88_037280,TGVEG_201680	OG6_102668
TGGT1_201690	TGGT1_201690-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,746,817..3,749,321(-)	BT1 family protein	TGME49_201690,TGRH88_037270,TGVEG_201690	OG6_490163
TGGT1_201700	TGGT1_201700-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,740,764..3,744,193(-)	WD domain, G-beta repeat-containing protein	TGME49_201700,TGRH88_037260,TGVEG_201700	OG6_101941
TGGT1_201710	TGGT1_201710-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,734,491..3,738,475(+)	WD domain, G-beta repeat-containing protein	TGME49_201710,TGRH88_037250,TGVEG_201710	OG6_102033
TGGT1_201720	TGGT1_201720-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,730,108..3,733,136(-)	putative protein c9orf32	TGME49_201720,TGRH88_037240,TGVEG_201720	OG6_102160
TGGT1_201730	TGGT1_201730-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,727,899..3,728,519(+)	hypothetical protein	TGME49_201730,TGRH88_037230,TGVEG_201730	OG6_490615
TGGT1_201740	TGGT1_201740-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,726,187..3,727,509(+)	hypothetical protein	TGME49_201740,TGRH88_037220,TGVEG_201740	OG6_222912
TGGT1_201750	TGGT1_201750-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,722,498..3,722,869(+)	Tctex-1 family protein	TGME49_201750,TGRH88_037210,TGVEG_201750	OG6_101459
TGGT1_201760	TGGT1_201760-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,716,556..3,719,107(+)	hypothetical protein	TGME49_201760,TGRH88_037200,TGVEG_201760	OG6_222911
TGGT1_201770	TGGT1_201770-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,702,948..3,713,888(+)	putative cullin 3	TGME49_201770,TGRH88_037190,TGVEG_201770	OG6_102066
TGGT1_201775	TGGT1_201775-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,698,371..3,699,048(+)	hypothetical protein	TGME49_201775,TGRH88_037180,TGVEG_201775	OG6_492363
TGGT1_201780	TGGT1_201780-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,693,727..3,696,991(-)	microneme protein MIC2	TGME49_201780,TGRH88_037170,TGVEG_201780	OG6_106501
TGGT1_201785	TGGT1_201785-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,691,608..3,692,619(-)	hypothetical protein	TGME49_201785,TGRH88_037160,TGVEG_201785	OG6_490927
TGGT1_201790	TGGT1_201790-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,683,201..3,688,810(-)	FHA domain-containing protein	TGME49_201790,TGRH88_037150,TGVEG_201790	OG6_102703
TGGT1_201800	TGGT1_201800-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,679,021..3,681,115(+)	hypothetical protein	TGME49_201800,TGRH88_037140,TGVEG_201800	OG6_139438
TGGT1_201810	TGGT1_201810-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,676,601..3,677,629(-)	hypothetical protein	TGME49_201810,TGRH88_037130,TGVEG_201810	OG6_491316
TGGT1_201820	TGGT1_201820-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,663,089..3,672,284(+)	hypothetical protein	TGME49_201820,TGRH88_037120,TGVEG_201820	OG6_146129
TGGT1_201830	TGGT1_201830-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,656,138..3,658,465(+)	ribosomal protein L37	TGME49_201830,TGRH88_037110,TGVEG_201830	OG6_145389
TGGT1_201840	TGGT1_201840-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,648,103..3,654,235(+)	aspartyl protease ASP1	TGME49_201840,TGRH88_037100,TGVEG_201840	OG6_100536
TGGT1_201850	TGGT1_201850-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,643,895..3,645,256(-)	WD domain, G-beta repeat-containing protein	TGME49_201850,TGRH88_037090,TGVEG_201850	OG6_102912
TGGT1_201860	TGGT1_201860-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,641,110..3,642,246(-)	hypothetical protein	TGME49_201860,TGRH88_037080,TGVEG_201860	OG6_179540
TGGT1_201870	TGGT1_201870-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,632,076..3,640,290(+)	tetratricopeptide repeat-containing protein	TGME49_201870,TGRH88_037070,TGVEG_201870	OG6_142847
TGGT1_201880	TGGT1_201880-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,628,377..3,629,768(+)	hypothetical protein	TGME49_201880,TGRH88_037060,TGVEG_201880	OG6_139435
TGGT1_201890	TGGT1_201890-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,624,430..3,625,785(+)	MORN repeat-containing protein	TGME49_500373,TGRH88_037050,TGVEG_201890	OG6_132287
TGGT1_201895	TGGT1_201895-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,623,117..3,623,731(+)	hypothetical protein	TGRH88_037040,TGVEG_201895	OG6_489658
TGGT1_201900	TGGT1_201900-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,613,323..3,619,398(-)	hypothetical protein	TGME49_201900,TGRH88_037030,TGVEG_201900	OG6_171409
TGGT1_202010	TGGT1_202010-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,608,764..3,611,773(+)	hypothetical protein	TGME49_202010,TGRH88_037020,TGVEG_202010	OG6_490699
TGGT1_202020	TGGT1_202020-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,599,861..3,606,124(+)	DnAK-TPR	TGME49_202020,TGRH88_037010,TGVEG_202020	OG6_223014
TGGT1_202025	TGGT1_202025-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,588,454..3,593,652(-)	hypothetical protein	TGRH88_037000,TGVEG_202025	OG6_489533
TGGT1_202030	TGGT1_202030-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,579,004..3,587,423(-)	hypothetical protein	TGME49_500254,TGRH88_036990,TGVEG_202030	OG6_491966
TGGT1_202040	TGGT1_202040-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,569,120..3,576,141(+)	hypothetical protein	TGME49_202040,TGRH88_036980,TGVEG_202040	OG6_134647
TGGT1_202050	TGGT1_202050-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,566,154..3,567,069(-)	hypothetical protein	TGME49_202050,TGRH88_036970,TGVEG_202050	OG6_489310
TGGT1_202065	TGGT1_202065-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,564,550..3,565,168(+)	hypothetical protein	TGME49_202065,TGRH88_036960,TGVEG_202065	OG6_491883
TGGT1_202070	TGGT1_202070-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,530,277..3,562,515(-)	hypothetical protein	TGRH88_036950	OG6r21_123075
TGGT1_202080	TGGT1_202080-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,519,526..3,529,057(+)	hypothetical protein	TGME49_202080,TGRH88_036940,TGVEG_202080	OG6_491401
TGGT1_202090	TGGT1_202090-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,515,514..3,516,110(-)	hypothetical protein	TGME49_202090,TGRH88_036930,TGVEG_202090	OG6_491636
TGGT1_202100	TGGT1_202100-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,513,343..3,514,631(-)	hypothetical protein	TGME49_202100,TGRH88_036920,TGVEG_202100	OG6_492283
TGGT1_202110	TGGT1_202110-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,510,080..3,510,946(-)	hypothetical protein	TGME49_202110,TGRH88_036910,TGVEG_202110	OG6_489648
TGGT1_202120	TGGT1_202120-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,483,252..3,507,091(-)	hypothetical protein	TGME49_202120,TGRH88_036900,TGVEG_202120	OG6_130917
TGGT1_202140	TGGT1_202140-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,477,952..3,480,356(-)	enoyl-CoA hydratase/isomerase family protein	TGME49_202140,TGRH88_036890,TGVEG_202140	OG6_171928
TGGT1_202160	TGGT1_202160-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,466,717..3,476,341(+)	ABC1 family protein	TGME49_202160,TGRH88_036880,TGVEG_202160	OG6_173494
TGGT1_202170	TGGT1_202170-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,458,243..3,466,338(-)	hypothetical protein	TGME49_202170,TGRH88_036870,TGVEG_202170	OG6_489543
TGGT1_202180	TGGT1_202180-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,445,702..3,453,333(+)	hypothetical protein	TGME49_202180,TGRH88_036860,TGVEG_202180	OG6_151540
TGGT1_202190	TGGT1_202190-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,433,795..3,441,702(-)	hypothetical protein	TGME49_202190,TGRH88_036850,TGVEG_202190	OG6_206222
TGGT1_202200	TGGT1_202200-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,420,532..3,424,661(-)	hypothetical protein	TGME49_202200,TGRH88_036840,TGVEG_202200	OG6_489357
TGGT1_202205	TGGT1_202205-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,418,840..3,419,590(-)	hypothetical protein	TGME49_202205,TGRH88_036830,TGVEG_202205	OG6_491346
TGGT1_202210	TGGT1_202210-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,415,915..3,418,064(-)	nucleoside diphosphate kinase	TGME49_202210,TGRH88_036820,TGVEG_202210	OG6_104217
TGGT1_202220	TGGT1_202220-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,407,698..3,411,144(-)	hypothetical protein	TGME49_202220,TGRH88_036810,TGVEG_202220	OG6_490471
TGGT1_202230	TGGT1_202230-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,396,640..3,405,849(+)	histone deacetylase HDAC5	TGME49_202230,TGRH88_036800,TGVEG_202230	OG6_114105
TGGT1_202240	TGGT1_202240-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,386,503..3,393,972(-)	RAP domain-containing protein	TGME49_202240,TGRH88_036790,TGVEG_202240	OG6_489352
TGGT1_202250	TGGT1_202250-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,377,943..3,384,690(+)	hypothetical protein	TGME49_202250,TGRH88_036780,TGVEG_202250	OG6_491280
TGGT1_202255	TGGT1_202255-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,373,511..3,376,371(-)	hypothetical protein	TGME49_202255,TGRH88_036770,TGVEG_202255	OG6_489593
TGGT1_202260	TGGT1_202260-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,365,269..3,367,535(-)	hypothetical protein	TGRH88_036760,TGVEG_202260	OG6_177152
TGGT1_202280	TGGT1_202280-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,345,374..3,361,640(-)	WD domain, G-beta repeat-containing protein	TGME49_500185,TGRH88_036750,TGVEG_202280	OG6_106699
TGGT1_202285	TGGT1_202285-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,342,692..3,344,438(+)	EGF family domain-containing protein	TGME49_202285,TGRH88_036740,TGVEG_202285	OG6_132246
TGGT1_202290	TGGT1_202290-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,337,171..3,338,628(-)	putative membrane protein	TGME49_202290,TGRH88_036730,TGVEG_202290	OG6_130935
TGGT1_202300	TGGT1_202300-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,332,319..3,335,586(+)	putative inosine triphosphate pyrophosphatase	TGME49_202300,TGRH88_036720,TGVEG_202300	OG6_100769
TGGT1_202310	TGGT1_202310-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,327,812..3,330,409(+)	O-sialoglycoprotein endopeptidase	TGME49_202310,TGRH88_036710,TGVEG_202310	OG6_100288
TGGT1_202340	TGGT1_202340-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,312,934..3,317,067(+)	proline dehydrogenase	TGME49_202340,TGRH88_036700,TGVEG_202340	OG6_101295
TGGT1_202350	TGGT1_202350-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,302,662..3,310,578(+)	putative 50S ribosomal protein L21	TGME49_202350,TGRH88_036690,TGVEG_202350	OG6_101040
TGGT1_202360	TGGT1_202360-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,293,425..3,300,114(+)	putative methylase	TGME49_202360,TGRH88_036680,TGVEG_202360	OG6_103169
TGGT1_202370	TGGT1_202370-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,284,056..3,290,078(+)	putative T-complex protein 1, epsilon subunit (TCP-1-epsilon)	TGME49_202370,TGRH88_036670,TGVEG_202370	OG6_100235
TGGT1_202375	TGGT1_202375-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,279,013..3,279,672(-)	hypothetical protein	TGME49_202375,TGVEG_202375	OG6_490488
TGGT1_202380	TGGT1_202380-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,266,429..3,273,830(+)	putative rab GDI alpha	TGME49_202380,TGRH88_036650,TGVEG_202380	OG6_100967
TGGT1_202390	TGGT1_202390-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,261,261..3,263,894(-)	S15 sporozoite-expressed protein	TGME49_202390,TGRH88_036640,TGVEG_202390	OG6_215374
TGGT1_202400	TGGT1_202400-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,253,323..3,259,001(+)	calcium binding egf domain-containing protein	TGME49_202400,TGRH88_036630,TGVEG_202400	OG6_174055
TGGT1_202410	TGGT1_202410-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,240,895..3,248,510(+)	hypothetical protein	TGME49_202410,TGRH88_036620,TGVEG_202410	OG6_132275
TGGT1_202420	TGGT1_202420-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,236,336..3,238,000(+)	hypothetical protein	TGME49_202420,TGRH88_036610,TGVEG_202420	OG6_490057
TGGT1_202430	TGGT1_202430-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,230,008..3,232,751(-)	hypothetical protein	TGME49_202430,TGRH88_036600,TGVEG_202430	OG6_489805
TGGT1_202440	TGGT1_202440-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,225,481..3,228,236(+)	hypothetical protein	TGME49_202440,TGRH88_036590,TGVEG_202440	OG6_134715
TGGT1_202445	TGGT1_202445-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,223,038..3,224,067(-)	hypothetical protein	TGME49_202445,TGRH88_036580,TGVEG_202445	OG6_489379
TGGT1_202450	TGGT1_202450-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,220,072..3,221,229(-)	hypothetical protein	TGME49_202450,TGRH88_036570,TGVEG_202450	OG6_179347
TGGT1_202460	TGGT1_202460-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,208,196..3,216,030(-)	diacylglycerol kinase accessory domain (presumed) domain-containing protein	TGME49_202460,TGRH88_036560,TGVEG_202460	OG6_117937
TGGT1_202470	TGGT1_202470-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,201,329..3,205,558(+)	rRNA metabolism protein, SBDS family protein	TGME49_202470,TGRH88_036550,TGVEG_202470	OG6_101125
