Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Input Ortholog(s)	Ortholog Group
TGRH88_000390	TGRH88_000390_t1	Toxoplasma gondii RH-88	CM023083:433,573..436,160(+)	Ctr copper transporter family protein	TGGT1_221350,TGME49_221350,TGVEG_221350A,TGVEG_221350B	OG6_104136
TGRH88_000400	TGRH88_000400_t1	Toxoplasma gondii RH-88	CM023083:437,621..442,602(-)	unspecified product	TGGT1_221360,TGME49_221360,TGVEG_221360	OG6_102610
TGRH88_000410	TGRH88_000410_t1	Toxoplasma gondii RH-88	CM023083:445,294..451,703(+)	unspecified product	TGGT1_221370,TGME49_221370,TGVEG_221370	OG6_492276
TGRH88_000420	TGRH88_000420_t1	Toxoplasma gondii RH-88	CM023083:453,743..455,090(-)	alba 1	TGGT1_221380,TGME49_221380,TGVEG_221380	OG6_101937
TGRH88_000440	TGRH88_000440_t1	Toxoplasma gondii RH-88	CM023083:458,468..465,822(-)	unspecified product	TGGT1_221390,TGME49_221390,TGVEG_221390	OG6_490229
TGRH88_000450	TGRH88_000450_t1	Toxoplasma gondii RH-88	CM023083:468,659..474,872(-)	unspecified product	TGGT1_221400,TGME49_221400,TGVEG_221400	OG6_489806
TGRH88_000460	TGRH88_000460_t1	Toxoplasma gondii RH-88	CM023083:481,308..486,094(+)	actin-like protein ALP4	TGGT1_221410,TGME49_221410,TGVEG_221410	OG6_104680
TGRH88_000470	TGRH88_000470_t1	Toxoplasma gondii RH-88	CM023083:487,702..488,430(+)	unspecified product	TGGT1_221415,TGME49_221415,TGVEG_221415	OG6_490665
TGRH88_000480	TGRH88_000480_t1	Toxoplasma gondii RH-88	CM023083:489,116..497,919(+)	putative Chromosome-associated kinesin KLP1	TGGT1_221420,TGME49_221420,TGVEG_221420	OG6_100247
TGRH88_000490	TGRH88_000490_t1	Toxoplasma gondii RH-88	CM023083:499,880..501,787(+)	unspecified product	TGGT1_221430,TGME49_221430,TGVEG_221430	OG6_492046
TGRH88_000500	TGRH88_000500_t1	Toxoplasma gondii RH-88	CM023083:503,395..511,494(-)	putative RPGR	TGGT1_221440,TGME49_221440,TGVEG_221440	OG6_126821
TGRH88_000510	TGRH88_000510_t1	Toxoplasma gondii RH-88	CM023083:512,802..517,709(+)	SPRY domain-containing protein	TGGT1_221450,TGME49_221450,TGVEG_221450	OG6_102272
TGRH88_000530	TGRH88_000530_t1	Toxoplasma gondii RH-88	CM023083:521,791..527,895(+)	phosphoglycerate mutase family protein	TGGT1_221460,TGME49_221460,TGVEG_221460	OG6_115605
TGRH88_000540	TGRH88_000540_t1	Toxoplasma gondii RH-88	CM023083:530,433..539,741(+)	unspecified product	TGGT1_221470,TGME49_221470,TGVEG_221470	OG6_491270
TGRH88_000550	TGRH88_000550_t1	Toxoplasma gondii RH-88	CM023083:542,891..546,063(-)	unspecified product	TGGT1_221480,TGME49_221480,TGVEG_221480	OG6_490056
TGRH88_000560	TGRH88_000560_t1	Toxoplasma gondii RH-88	CM023083:550,067..553,451(-)	cell cycle regulator protein	TGGT1_221490,TGME49_221490,TGVEG_221490	OG6_101211
TGRH88_000570	TGRH88_000570_t1	Toxoplasma gondii RH-88	CM023083:556,286..559,250(-)	dual specificity phosphatase, catalytic domain-containing protein	TGGT1_221500,TGME49_221500,TGVEG_221500	OG6_164221
TGRH88_000580	TGRH88_000580_t1	Toxoplasma gondii RH-88	CM023083:560,491..562,103(+)	unspecified product	TGGT1_221510,TGME49_221510,TGVEG_221510	OG6_149550
TGRH88_000590	TGRH88_000590_t1	Toxoplasma gondii RH-88	CM023083:563,174..572,045(+)	adaptor complexes medium subunit family protein	TGGT1_221522,TGME49_500306,TGVEG_221522	OG6_101729
TGRH88_000600	TGRH88_000600_t1	Toxoplasma gondii RH-88	CM023083:573,389..576,051(-)	unspecified product	TGGT1_221530,TGME49_221530,TGVEG_221530	OG6_490540
TGRH88_000610	TGRH88_000610_t1	Toxoplasma gondii RH-88	CM023083:578,789..586,615(-)	unspecified product	TGGT1_221540,TGME49_221540,TGVEG_221540	OG6_224193
TGRH88_000620	TGRH88_000620_t1	Toxoplasma gondii RH-88	CM023083:590,584..593,406(+)	CMGC kinase, MAPK family, MEK kinase-related (incomplete catalytic triad)	TGGT1_221550,TGME49_221550,TGVEG_221550	OG6_490223
TGRH88_000630	TGRH88_000630_t1	Toxoplasma gondii RH-88	CM023083:596,537..599,080(-)	unspecified product	TGGT1_221560,TGME49_221560,TGVEG_221560	OG6_489712
TGRH88_000640	TGRH88_000640_t1	Toxoplasma gondii RH-88	CM023083:600,568..603,010(-)	putative pre-rRNA-processing protein	TGGT1_221570,TGME49_221570,TGVEG_221570	OG6_102746
TGRH88_000650	TGRH88_000650_t1	Toxoplasma gondii RH-88	CM023083:607,146..620,035(+)	ribosomal RNA large subunit methyltransferase J protein	TGGT1_221580,TGME49_221580,TGVEG_221580	OG6_104445
TGRH88_000660	TGRH88_000660_t1	Toxoplasma gondii RH-88	CM023083:621,038..621,738(-)	unspecified product	TGGT1_221585,TGME49_221585,TGVEG_221585	OG6_491395
TGRH88_000670	TGRH88_000670_t1	Toxoplasma gondii RH-88	CM023083:622,883..625,516(+)	dual specificity phosphatase, catalytic domain-containing protein	TGGT1_221590,TGME49_221590,TGVEG_221590	OG6_116808
TGRH88_000680	TGRH88_000680_t1	Toxoplasma gondii RH-88	CM023083:626,968..631,667(-)	unspecified product	TGGT1_221600,TGME49_221600,TGVEG_221600	OG6_129401
TGRH88_000690	TGRH88_000690_t1	Toxoplasma gondii RH-88	CM023083:635,812..641,079(+)	ubiquitin carboxyl-terminal hydrolase	TGGT1_221610,TGME49_221610,TGVEG_221610	OG6_103260
TGRH88_000700	TGRH88_000700_t1	Toxoplasma gondii RH-88	CM023083:644,477..646,814(-)	putative beta-tubulin	TGGT1_221620,TGME49_221620,TGVEG_221620	OG6_100137
TGRH88_000710	TGRH88_000710_t1	Toxoplasma gondii RH-88	CM023083:652,586..660,470(-)	unspecified product	TGGT1_221630,TGME49_221630,TGVEG_221630	OG6_111425
TGRH88_000720	TGRH88_000720_t1	Toxoplasma gondii RH-88	CM023083:663,765..667,580(+)	unspecified product	TGGT1_221640,TGME49_221640,TGVEG_221640	OG6_490841
TGRH88_000730	TGRH88_000730_t1	Toxoplasma gondii RH-88	CM023083:672,628..686,035(+)	DEAD/DEAH box helicase domain-containing protein	TGGT1_221660,TGME49_221660,TGVEG_221660	OG6_102375
TGRH88_000740	TGRH88_000740_t1	Toxoplasma gondii RH-88	CM023083:688,374..691,330(+)	unspecified product	TGGT1_221665,TGME49_221665,TGVEG_221665	OG6_490306
TGRH88_000750	TGRH88_000750_t1	Toxoplasma gondii RH-88	CM023083:693,422..706,727(-)	transcriptional elongation factor FACT140	TGGT1_221670,TGME49_221670,TGVEG_221670	OG6_102309
TGRH88_000760	TGRH88_000760_t1	Toxoplasma gondii RH-88	CM023083:708,948..720,276(-)	unspecified product	TGGT1_221675A,TGGT1_221675B,TGME49_221675,TGVEG_221675A,TGVEG_221675B	OG6_491998
TGRH88_000770	TGRH88_000770_t1	Toxoplasma gondii RH-88	CM023083:722,574..726,765(+)	unspecified product	TGGT1_221685,TGME49_221685,TGVEG_221685	OG6_152080
TGRH88_000780	TGRH88_000780_t1	Toxoplasma gondii RH-88	CM023083:727,803..732,699(-)	unspecified product	TGGT1_221690,TGME49_221690,TGVEG_221690	OG6_181772
TGRH88_000790	TGRH88_000790_t1	Toxoplasma gondii RH-88	CM023083:734,476..738,711(+)	unspecified product	TGGT1_221700,TGME49_221700,TGVEG_221700	OG6_101456
TGRH88_000800	TGRH88_000800_t1	Toxoplasma gondii RH-88	CM023083:740,529..752,194(-)	unspecified product	TGGT1_221720,TGME49_221720,TGVEG_221720	OG6_491195
TGRH88_000810	TGRH88_000810_t1	Toxoplasma gondii RH-88	CM023083:755,069..762,319(-)	TBC domain-containing protein	TGGT1_221710,TGME49_221710,TGVEG_221710	OG6_168547
TGRH88_000820	TGRH88_000820_t1	Toxoplasma gondii RH-88	CM023083:766,613..780,262(-)	subtilisin SUB12	TGGT1_221830,TGME49_221830,TGVEG_221830	OG6_100121
TGRH88_000830	TGRH88_000830_t1	Toxoplasma gondii RH-88	CM023083:787,941..790,129(+)	putative prohibitin family protein	TGGT1_221850,TGME49_221850,TGVEG_221850	OG6_139487
TGRH88_000840	TGRH88_000840_t1	Toxoplasma gondii RH-88	CM023083:791,972..793,000(+)	unspecified product	TGME49_221855	OG6_490643
TGRH88_000850	TGRH88_000850_t1	Toxoplasma gondii RH-88	CM023083:793,199..793,501(+)	unspecified product	TGME49_221860,TGVEG_221860	OG6_492341
TGRH88_000860	TGRH88_000860_t1	Toxoplasma gondii RH-88	CM023083:793,915..794,656(+)	unspecified product	TGGT1_221865,TGME49_221865,TGVEG_221865	OG6_491718
TGRH88_000870	TGRH88_000870_t1	Toxoplasma gondii RH-88	CM023083:801,524..808,379(+)	unspecified product	TGGT1_221870,TGME49_221870,TGVEG_221870	OG6_491432
TGRH88_000880	TGRH88_000880_t1	Toxoplasma gondii RH-88	CM023083:809,928..832,599(-)	unspecified product	TGGT1_221880,TGME49_500325,TGVEG_221880	OG6_490999
TGRH88_000890	TGRH88_000890_t1	Toxoplasma gondii RH-88	CM023083:834,259..839,148(+)	unspecified product	TGGT1_221900,TGME49_221900,TGVEG_221900	OG6_489641
TGRH88_000900	TGRH88_000900_t1	Toxoplasma gondii RH-88	CM023083:841,380..844,500(+)	unspecified product	TGGT1_221905,TGVEG_221905	OG6_489959
TGRH88_000910	TGRH88_000910_t1	Toxoplasma gondii RH-88	CM023083:844,860..846,404(+)	AN1 family Zinc finger domain-containing protein	TGGT1_221910,TGME49_221910,TGVEG_221910	OG6_101508
TGRH88_000920	TGRH88_000920_t1	Toxoplasma gondii RH-88	CM023083:849,326..851,988(-)	unspecified product	TGGT1_221818,TGME49_221818,TGVEG_221818	OG6_491990
TGRH88_000930	TGRH88_000930_t1	Toxoplasma gondii RH-88	CM023083:853,097..856,633(+)	NifU family domain-containing protein	TGGT1_221922,TGME49_221922,TGVEG_221922	OG6_116973
TGRH88_000940	TGRH88_000940_t1	Toxoplasma gondii RH-88	CM023083:859,461..860,597(+)	unspecified product	TGGT1_221930,TGME49_221930,TGVEG_221930	OG6_491431
TGRH88_000950	TGRH88_000950_t1	Toxoplasma gondii RH-88	CM023083:863,462..873,274(-)	adaptin n terminal region domain-containing protein	TGGT1_221940,TGME49_221940,TGVEG_221940	OG6_152298
TGRH88_000960	TGRH88_000960_t1	Toxoplasma gondii RH-88	CM023083:876,847..883,374(-)	putative splicesome-associated protein	TGGT1_221950,TGME49_221950,TGVEG_221950	OG6_102364
TGRH88_000970	TGRH88_000970_t1	Toxoplasma gondii RH-88	CM023083:886,929..888,252(-)	unspecified product	TGGT1_221970,TGME49_221970,TGVEG_221970	OG6_125522
TGRH88_000980	TGRH88_000980_t1	Toxoplasma gondii RH-88	CM023083:890,227..893,503(+)	U1 zinc finger protein	TGGT1_221980,TGME49_221980,TGVEG_221980	OG6_119927
TGRH88_000990	TGRH88_000990_t1	Toxoplasma gondii RH-88	CM023083:895,141..897,462(-)	unspecified product	TGGT1_221990,TGME49_221990,TGVEG_221990	OG6_490945
TGRH88_001000	TGRH88_001000_t1	Toxoplasma gondii RH-88	CM023083:899,083..904,942(-)	brix domain-containing protein	TGGT1_222000,TGME49_222000,TGVEG_222000	OG6_101913
TGRH88_001010	TGRH88_001010_t1	Toxoplasma gondii RH-88	CM023083:908,019..913,693(-)	HAD hydrolase, family IIID protein	TGGT1_222010,TGME49_222010,TGVEG_222010	OG6_104681
TGRH88_001020	TGRH88_001020_t1	Toxoplasma gondii RH-88	CM023083:917,451..922,598(+)	phosphoglycerate kinase PGKII	TGGT1_222020,TGME49_222020,TGVEG_222020	OG6_100440
TGRH88_001030	TGRH88_001030_t1	Toxoplasma gondii RH-88	CM023083:925,522..931,082(+)	unspecified product	TGGT1_222030,TGME49_222030,TGVEG_222030	OG6_171420
TGRH88_001040	TGRH88_001040_t1	Toxoplasma gondii RH-88	CM023083:934,703..936,752(+)	Ran-interacting Mog1 protein	TGGT1_222040,TGME49_222040,TGVEG_222040	OG6_104657
TGRH88_001050	TGRH88_001050_t1	Toxoplasma gondii RH-88	CM023083:942,128..947,422(-)	unspecified product	TGGT1_222050,TGME49_222050,TGVEG_222050	OG6_491384
TGRH88_001060	TGRH88_001060_t1	Toxoplasma gondii RH-88	CM023083:951,331..959,567(-)	unspecified product	TGGT1_222060,TGME49_222060,TGVEG_222060	OG6_489539
TGRH88_001070	TGRH88_001070_t1	Toxoplasma gondii RH-88	CM023083:962,470..966,166(+)	elongation factor Tu GTP binding domain-containing protein	TGGT1_222070,TGME49_222070,TGVEG_222070	OG6_158753
TGRH88_001090	TGRH88_001090_t1	Toxoplasma gondii RH-88	CM023083:985,136..985,794(-)	unspecified product	TGGT1_222075,TGME49_222075,TGVEG_222075	OG6_491661
TGRH88_001100	TGRH88_001100_t1	Toxoplasma gondii RH-88	CM023083:1,015,408..1,020,531(-)	unspecified product	TGGT1_222080,TGME49_222080,TGVEG_222080	OG6_491135
TGRH88_001110	TGRH88_001110_t1	Toxoplasma gondii RH-88	CM023083:1,020,683..1,023,252(+)	unspecified product	TGGT1_222090,TGME49_222090,TGVEG_222090	OG6_104671
TGRH88_001120	TGRH88_001120_t1	Toxoplasma gondii RH-88	CM023083:1,024,553..1,027,975(-)	unspecified product	TGGT1_222100,TGME49_222100,TGVEG_222100	OG6_491049
TGRH88_001130	TGRH88_001130_t1	Toxoplasma gondii RH-88	CM023083:1,032,926..1,037,631(+)	PUB domain-containing protein	TGGT1_222110,TGME49_222110,TGVEG_222110	OG6_111405
TGRH88_001140	TGRH88_001140_t1	Toxoplasma gondii RH-88	CM023083:1,040,366..1,047,721(-)	unspecified product	TGGT1_222120,TGME49_222120,TGVEG_222120	OG6_491981
TGRH88_001150	TGRH88_001150_t1	Toxoplasma gondii RH-88	CM023083:1,049,541..1,050,137(+)	unspecified product	TGGT1_222130,TGME49_222130,TGVEG_222130	OG6_170174
TGRH88_001160	TGRH88_001160_t1	Toxoplasma gondii RH-88	CM023083:1,051,498..1,065,021(-)	DEAD/DEAH box helicase domain-containing protein	TGGT1_222140,TGME49_222140,TGVEG_222140	OG6_491828
TGRH88_001170	TGRH88_001170_t1	Toxoplasma gondii RH-88	CM023083:1,067,237..1,071,909(+)	unspecified product	TGGT1_222150,TGME49_222155	OG6_489356
TGRH88_001180	TGRH88_001180_t1	Toxoplasma gondii RH-88	CM023083:1,073,893..1,082,820(-)	aldehyde dehydrogenase	TGGT1_222160,TGME49_222160,TGVEG_222160	OG6_100163
TGRH88_001190	TGRH88_001190_t1	Toxoplasma gondii RH-88	CM023083:1,084,458..1,085,611(+)	dense-granule antigen DG32	TGGT1_222170,TGME49_222170,TGVEG_222170	OG6_160842
TGRH88_001200	TGRH88_001200_t1	Toxoplasma gondii RH-88	CM023083:1,089,112..1,089,714(-)	unspecified product	TGGT1_222180,TGME49_222180,TGVEG_222180	OG6_179353
TGRH88_001210	TGRH88_001210_t1	Toxoplasma gondii RH-88	CM023083:1,091,908..1,093,368(+)	unspecified product	TGGT1_222188,TGME49_222188,TGVEG_222188	OG6_223059
TGRH88_001220	TGRH88_001220_t1	Toxoplasma gondii RH-88	CM023083:1,096,010..1,102,273(+)	unspecified product	TGGT1_222192,TGME49_222192,TGVEG_222192	OG6_103137
TGRH88_001230	TGRH88_001230_t1	Toxoplasma gondii RH-88	CM023083:1,105,446..1,111,616(+)	putative LMBR1 family region protein	TGGT1_222200,TGME49_222200,TGVEG_222200	OG6_106033
TGRH88_001240	TGRH88_001240_t1	Toxoplasma gondii RH-88	CM023083:1,112,756..1,117,586(-)	SPFH domain / Band 7 family protein	TGGT1_222210,TGME49_222210,TGVEG_222210	OG6_101622
TGRH88_001250	TGRH88_001250_t1	Toxoplasma gondii RH-88	CM023083:1,122,210..1,125,687(+)	alveolin domain containing intermediate filament IMC7	TGGT1_222220,TGME49_222220,TGVEG_222220	OG6_490664
TGRH88_001260	TGRH88_001260_t1	Toxoplasma gondii RH-88	CM023083:1,129,193..1,137,938(-)	unspecified product	TGGT1_222230,TGME49_222230,TGVEG_222230	OG6_491416
TGRH88_001270	TGRH88_001270_t1	Toxoplasma gondii RH-88	CM023083:1,143,115..1,146,186(+)	unspecified product	TGGT1_222240,TGME49_222240,TGVEG_222240	OG6_492230
TGRH88_001280	TGRH88_001280_t1	Toxoplasma gondii RH-88	CM023083:1,147,337..1,148,940(+)	unspecified product	TGGT1_222245,TGVEG_222245	OG6_491152
TGRH88_001290	TGRH88_001290_t1	Toxoplasma gondii RH-88	CM023083:1,149,643..1,155,081(-)	unspecified product	TGGT1_222250,TGME49_222250,TGVEG_222250	OG6_490922
TGRH88_001300	TGRH88_001300_t1	Toxoplasma gondii RH-88	CM023083:1,158,168..1,158,452(-)	unspecified product	TGGT1_222260,TGME49_222260,TGVEG_222260	OG6_127971
TGRH88_001310	TGRH88_001310_t1	Toxoplasma gondii RH-88	CM023083:1,160,881..1,163,417(+)	unspecified product	TGGT1_222270,TGME49_222270,TGVEG_222270	OG6_158641
TGRH88_001320	TGRH88_001320_t1	Toxoplasma gondii RH-88	CM023083:1,164,689..1,166,039(-)	unspecified product	TGGT1_222280,TGME49_222280,TGVEG_222280	OG6_490166
TGRH88_001330	TGRH88_001330_t1	Toxoplasma gondii RH-88	CM023083:1,167,664..1,168,623(+)	LSM domain-containing protein	TGGT1_222290,TGME49_222290,TGVEG_222290	OG6_102846
TGRH88_001340	TGRH88_001340_t1	Toxoplasma gondii RH-88	CM023083:1,170,081..1,175,823(-)	unspecified product	TGGT1_222300,TGME49_222300,TGVEG_222300	OG6_490511
TGRH88_001350	TGRH88_001350_t1	Toxoplasma gondii RH-88	CM023083:1,178,095..1,178,821(-)	unspecified product	TGGT1_222305,TGME49_222305	OG6_491130
TGRH88_001360	TGRH88_001360_t1	Toxoplasma gondii RH-88	CM023083:1,180,303..1,186,297(+)	unspecified product	TGGT1_222310,TGME49_222310,TGVEG_222310	OG6_108396
TGRH88_001370	TGRH88_001370_t1	Toxoplasma gondii RH-88	CM023083:1,189,622..1,197,865(-)	unspecified product	TGGT1_222330,TGME49_222330,TGVEG_222330	OG6_491705
TGRH88_001380	TGRH88_001380_t1	Toxoplasma gondii RH-88	CM023083:1,203,602..1,208,403(+)	NOL1/NOP2/sun family protein	TGGT1_222340,TGME49_222340,TGVEG_222340	OG6_104090
TGRH88_001390	TGRH88_001390_t1	Toxoplasma gondii RH-88	CM023083:1,211,454..1,218,650(-)	unspecified product	TGGT1_222350,TGME49_222350,TGVEG_222350	OG6_148539
TGRH88_001400	TGRH88_001400_t1	Toxoplasma gondii RH-88	CM023083:1,221,339..1,231,292(+)	unspecified product	TGGT1_222360,TGME49_222360,TGVEG_222360	OG6_103555
TGRH88_001410	TGRH88_001410_t1	Toxoplasma gondii RH-88	CM023083:1,233,769..1,236,174(+)	SAG-related sequence SRS13	TGGT1_222370,TGME49_222370	OG6_146078
TGRH88_001420	TGRH88_001420_t1	Toxoplasma gondii RH-88	CM023083:1,242,105..1,251,198(+)	importin-beta N-terminal domain-containing protein	TGGT1_222380,TGME49_222380,TGVEG_222380	OG6_102412
TGRH88_001430	TGRH88_001430_t1	Toxoplasma gondii RH-88	CM023083:1,252,646..1,257,416(-)	unspecified product	TGGT1_222385,TGME49_222385,TGVEG_222385	OG6_491197
TGRH88_001440	TGRH88_001440_t1	Toxoplasma gondii RH-88	CM023083:1,266,158..1,267,108(-)	unspecified product	TGGT1_222390,TGME49_222390,TGVEG_222390	OG6_146105
TGRH88_001450	TGRH88_001450_t1	Toxoplasma gondii RH-88	CM023083:1,269,097..1,272,999(+)	unspecified product	TGGT1_222400,TGME49_222400,TGVEG_222400	OG6_491535
TGRH88_001460	TGRH88_001460_t1	Toxoplasma gondii RH-88	CM023083:1,277,494..1,287,521(+)	unspecified product	TGGT1_222410,TGME49_222410,TGVEG_222410	OG6_152391
TGRH88_001470	TGRH88_001470_t1	Toxoplasma gondii RH-88	CM023083:1,291,135..1,292,865(+)	unspecified product	TGGT1_222420,TGME49_222420,TGVEG_222420	OG6_489998
TGRH88_001480	TGRH88_001480_t1	Toxoplasma gondii RH-88	CM023083:1,296,844..1,315,543(-)	HECT-domain (ubiquitin-transferase) domain-containing protein	TGGT1_222430,TGGT1_222440,TGME49_222430,TGVEG_222430,TGVEG_222440	OG6_173602
TGRH88_001490	TGRH88_001490_t1	Toxoplasma gondii RH-88	CM023083:1,317,163..1,349,088(+)	leucine rich repeat-containing protein	TGGT1_222660,TGME49_222660,TGVEG_222660	OG6_170041
TGRH88_001500	TGRH88_001500_t1	Toxoplasma gondii RH-88	CM023083:1,353,578..1,357,575(+)	unspecified product	TGGT1_222700,TGME49_222700,TGVEG_222700	OG6_492120
TGRH88_001510	TGRH88_001510_t1	Toxoplasma gondii RH-88	CM023083:1,360,178..1,366,055(+)	putative IMP-specific 5'-nucleotidase 1	TGGT1_222710,TGME49_222710,TGVEG_222710	OG6_108620
