Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Input Ortholog(s)	Ortholog Group
TGME49_200400	TGME49_200400.R458	Toxoplasma gondii ME49	TGME49_chrVIII:6,849,854..6,864,271(-)	serine/threonine-protein phosphatase PP2A regulatory subunit PR48	TGGT1_200400,TGRH88_083230,TGVEG_200400	OG6_101579
TGME49_200410	TGME49_200410.R459	Toxoplasma gondii ME49	TGME49_chrVIII:6,867,383..6,872,225(-)	hypothetical protein	TGGT1_200410,TGRH88_083240,TGVEG_200410	OG6_489412
TGME49_200430	TGME49_200430.R460	Toxoplasma gondii ME49	TGME49_chrVIII:6,873,050..6,881,609(-)	cytidine and deoxycytidylate deaminase zinc-binding region domain-containing protein	TGGT1_200430,TGRH88_083250,TGVEG_200430	OG6_102571
TGME49_200440	TGME49_200440.R461	Toxoplasma gondii ME49	TGME49_chrVIII:6,881,942..6,888,409(+)	hypothetical protein	TGGT1_200440,TGRH88_083260,TGVEG_200440	OG6_491722
TGME49_200450	TGME49_200450.R462	Toxoplasma gondii ME49	TGME49_chrVIII:6,889,255..6,898,068(-)	hypothetical protein	TGGT1_200450,TGRH88_083270,TGVEG_200450	OG6_491499
TGME49_200460	TGME49_200460-t26_1	Toxoplasma gondii ME49	TGME49_chrVIII:6,899,386..6,908,121(-)	hypothetical protein	TGGT1_200460,TGRH88_083280,TGVEG_200460	OG6_158728
TGME49_200470	TGME49_200470-t26_1	Toxoplasma gondii ME49	TGME49_chrVIII:6,908,284..6,913,937(+)	hypothetical protein	TGGT1_200470,TGRH88_083290,TGVEG_200470	OG6_101441
TGME49_200480	TGME49_200480-t26_1	Toxoplasma gondii ME49	TGME49_chrVIII:6,916,849..6,917,687(+)	Toxoplasma gondii family B protein	TGGT1_200480,TGRH88_083300,TGVEG_200480	OG6_115507
TGME49_200590	TGME49_200590-t26_1	Toxoplasma gondii ME49	TGME49_chrX:71,897..76,300(-)	Toxoplasma gondii family C protein	TGGT1_200590	OG6_118713
TGME49_200595	TGME49_200595-t26_1	Toxoplasma gondii ME49	TGME49_chrX:78,447..81,019(-)	hypothetical protein	TGGT1_200595,TGRH88_048010,TGVEG_200595	OG6_490846
TGME49_200600	TGME49_200600.R463	Toxoplasma gondii ME49	TGME49_chrX:81,465..82,808(+)	hypothetical protein	TGGT1_200600	OG6_490684
TGME49_201110	TGME49_201110.R464	Toxoplasma gondii ME49	TGME49_chrVIIa:4,039,322..4,041,566(-)	hypothetical protein	TGGT1_201110,TGRH88_037540,TGVEG_201110	OG6_151672
TGME49_201120	TGME49_201120-t26_1	Toxoplasma gondii ME49	TGME49_chrVIIa:4,028,194..4,037,686(+)	ELMO/CED-12 family protein	TGGT1_201120,TGRH88_037530,TGVEG_201120	OG6_102238
TGME49_201130	TGME49_201130-t26_1	Toxoplasma gondii ME49	TGME49_chrVIIa:4,019,644..4,026,659(+)	rhoptry kinase family protein ROP33	TGGT1_201130,TGRH88_037520,TGVEG_201130	OG6_490228
TGME49_201140	TGME49_201140-t26_1	Toxoplasma gondii ME49	TGME49_chrVIIa:4,007,982..4,017,415(+)	hypothetical protein	TGGT1_201140,TGRH88_037510,TGVEG_201140	OG6_490170
TGME49_201150	TGME49_201150-t26_1	Toxoplasma gondii ME49	TGME49_chrVIIa:3,994,082..4,005,560(+)	heavy metal translocating P-type ATPase subfamily protein	TGGT1_201150,TGRH88_037500,TGVEG_201150	OG6_100289
TGME49_201160	TGME49_201160-t26_1	Toxoplasma gondii ME49	TGME49_chrVIIa:3,992,824..3,993,845(-)	hypothetical protein	TGGT1_201160,TGRH88_037490,TGVEG_201160	OG6_489387
TGME49_201170	TGME49_201170-t26_1	Toxoplasma gondii ME49	TGME49_chrVIIa:3,990,181..3,992,821(-)	hypothetical protein	TGGT1_201170,TGRH88_037480,TGVEG_201170	OG6_489941
TGME49_201180	TGME49_201180.R465	Toxoplasma gondii ME49	TGME49_chrVIIa:3,982,746..3,988,730(-)	megakaryocyte stimulating factor MSF	TGGT1_201180A,TGGT1_201180B,TGRH88_037470,TGVEG_201180A,TGVEG_201180B	OG6_491224
TGME49_201200	TGME49_201200.R466	Toxoplasma gondii ME49	TGME49_chrVIIa:3,976,668..3,981,273(+)	cleavage and polyadenylation specificity factor subunit 4	TGGT1_201200,TGRH88_037450,TGVEG_201200	OG6_119550
TGME49_201210	TGME49_201210-t26_1	Toxoplasma gondii ME49	TGME49_chrVIIa:3,971,965..3,976,534(-)	hypothetical protein	TGGT1_201210,TGRH88_037440,TGVEG_201210	OG6_491841
TGME49_201220	TGME49_201220.R467	Toxoplasma gondii ME49	TGME49_chrVIIa:3,960,592..3,970,794(-)	preconoidal ring protein PCR4	TGGT1_201220,TGRH88_037430,TGVEG_201220	OG6_105580
TGME49_201230	TGME49_201230-t26_1	Toxoplasma gondii ME49	TGME49_chrVIIa:3,951,134..3,959,758(+)	kinesin motor domain-containing protein	TGGT1_201230,TGRH88_037420,TGVEG_201230	OG6_491046
TGME49_201240	TGME49_201240-t26_1	Toxoplasma gondii ME49	TGME49_chrVIIa:3,947,168..3,950,847(-)	hypothetical protein	TGGT1_201240,TGRH88_037410,TGVEG_201240	OG6_490659
TGME49_201250	TGME49_201250-t26_1	Toxoplasma gondii ME49	TGME49_chrVIIa:3,937,763..3,946,531(+)	histone lysine methyltransferase, SET, putative	TGGT1_201250,TGRH88_037400,TGVEG_201250	OG6_489315
TGME49_201260	TGME49_201260.R468	Toxoplasma gondii ME49	TGME49_chrVIIa:3,927,222..3,935,763(-)	sugar transporter ST3	TGGT1_201260,TGRH88_037390,TGVEG_201260	OG6_186227
TGME49_201270	TGME49_201270-t26_1	Toxoplasma gondii ME49	TGME49_chrVIIa:3,917,877..3,925,271(-)	hypothetical protein	TGGT1_201270,TGRH88_037380,TGVEG_201270	OG6_491425
TGME49_201380	TGME49_201380-t26_1	Toxoplasma gondii ME49	TGME49_chrVIIa:3,911,587..3,917,893(+)	chorismate synthase, putative	TGGT1_201380,TGRH88_037370,TGVEG_201380	OG6_102633
TGME49_201390	TGME49_201390-t26_1	Toxoplasma gondii ME49	TGME49_chrVIIa:3,908,769..3,911,287(-)	hypothetical protein	TGGT1_201390,TGRH88_037360,TGVEG_201390	OG6_489809
TGME49_201400	TGME49_201400.R469	Toxoplasma gondii ME49	TGME49_chrVIIa:3,900,223..3,907,864(-)	Sin3-associated polypeptide SAP18	TGGT1_201400,TGRH88_037350,TGVEG_201400	OG6_103126
TGME49_201520	TGME49_201520-t26_1	Toxoplasma gondii ME49	TGME49_chrVIIa:3,893,030..3,898,407(+)	protein phosphatase PPM3G, putative	TGGT1_201520,TGRH88_037340,TGVEG_201520	OG6_126697
TGME49_201630	TGME49_201630-t26_1	Toxoplasma gondii ME49	TGME49_chrVIIa:3,885,849..3,891,351(+)	protein phosphatase PPM3H, putative	TGGT1_201630A,TGGT1_201630B,TGRH88_037330,TGVEG_201630A,TGVEG_201630B	OG6_126697
TGME49_201660	TGME49_201660-t26_1	Toxoplasma gondii ME49	TGME49_chrVIIa:3,868,786..3,871,788(-)	hypothetical protein	TGGT1_201660,TGRH88_037300,TGVEG_201660	OG6_490047
TGME49_201670	TGME49_201670-t26_1	Toxoplasma gondii ME49	TGME49_chrVIIa:3,863,499..3,869,008(+)	DnaJ domain-containing protein	TGGT1_201670,TGVEG_201670	OG6_490899
TGME49_201680	TGME49_201680-t26_1	Toxoplasma gondii ME49	TGME49_chrVIIa:3,853,249..3,863,340(+)	eukaryotic initiation factor-3 subunit 10, putative	TGGT1_201680,TGRH88_037280,TGVEG_201680	OG6_102668
TGME49_201690	TGME49_201690-t26_1	Toxoplasma gondii ME49	TGME49_chrVIIa:3,846,373..3,851,218(-)	BT1 family protein	TGGT1_201690,TGRH88_037270,TGVEG_201690	OG6_490163
TGME49_201700	TGME49_201700-t26_1	Toxoplasma gondii ME49	TGME49_chrVIIa:3,840,124..3,845,222(-)	protein transport protein SEC13	TGGT1_201700,TGRH88_037260,TGVEG_201700	OG6_101941
TGME49_201710	TGME49_201710-t26_1	Toxoplasma gondii ME49	TGME49_chrVIIa:3,834,171..3,839,695(+)	WD domain, G-beta repeat-containing protein	TGGT1_201710,TGRH88_037250,TGVEG_201710	OG6_102033
TGME49_201720	TGME49_201720.R470	Toxoplasma gondii ME49	TGME49_chrVIIa:3,829,970..3,834,066(-)	alpha N-terminal protein methyltransferase NTM1	TGGT1_201720,TGRH88_037240,TGVEG_201720	OG6_102160
TGME49_201730	TGME49_201730-t26_1	Toxoplasma gondii ME49	TGME49_chrVIIa:3,827,942..3,828,985(+)	hypothetical protein	TGGT1_201730,TGRH88_037230,TGVEG_201730	OG6_490615
TGME49_201740	TGME49_201740-t26_1	Toxoplasma gondii ME49	TGME49_chrVIIa:3,826,520..3,827,842(+)	hypothetical protein	TGGT1_201740,TGRH88_037220,TGVEG_201740	OG6_222912
TGME49_201750	TGME49_201750-t26_1	Toxoplasma gondii ME49	TGME49_chrVIIa:3,822,835..3,823,206(+)	Tctex-1 family protein	TGGT1_201750,TGRH88_037210,TGVEG_201750	OG6_101459
TGME49_201760	TGME49_201760.R471	Toxoplasma gondii ME49	TGME49_chrVIIa:3,816,499..3,820,139(+)	thioredoxin-like associated protein TLAP4	TGGT1_201760,TGRH88_037200,TGVEG_201760	OG6_222911
TGME49_201770	TGME49_201770.R472	Toxoplasma gondii ME49	TGME49_chrVIIa:3,801,158..3,814,961(+)	cullin 3, putative	TGGT1_201770,TGRH88_037190,TGVEG_201770	OG6_102066
TGME49_201775	TGME49_201775-t26_1	Toxoplasma gondii ME49	TGME49_chrVIIa:3,798,765..3,799,442(+)	hypothetical protein	TGGT1_201775,TGRH88_037180,TGVEG_201775	OG6_492363
TGME49_201780	TGME49_201780.R473	Toxoplasma gondii ME49	TGME49_chrVIIa:3,793,319..3,797,546(-)	microneme protein MIC2	TGGT1_201780,TGRH88_037170,TGVEG_201780	OG6_106501
TGME49_201785	TGME49_201785-t26_1	Toxoplasma gondii ME49	TGME49_chrVIIa:3,791,098..3,793,962(-)	hypothetical protein	TGGT1_201785,TGRH88_037160,TGVEG_201785	OG6_490927
TGME49_201790	TGME49_201790.R474	Toxoplasma gondii ME49	TGME49_chrVIIa:3,783,502..3,790,336(-)	centrosomal protein CEP170, putative	TGGT1_201790,TGRH88_037150,TGVEG_201790	OG6_102703
TGME49_201800	TGME49_201800.R475	Toxoplasma gondii ME49	TGME49_chrVIIa:3,779,291..3,782,174(+)	ATP synthase-associated protein	TGGT1_201800,TGRH88_037140,TGVEG_201800	OG6_139438
TGME49_201810	TGME49_201810-t26_1	Toxoplasma gondii ME49	TGME49_chrVIIa:3,774,970..3,779,323(-)	hypothetical protein	TGGT1_201810,TGRH88_037130,TGVEG_201810	OG6_491316
TGME49_201820	TGME49_201820-t26_1	Toxoplasma gondii ME49	TGME49_chrVIIa:3,761,526..3,774,621(+)	hypothetical protein	TGGT1_201820,TGRH88_037120,TGVEG_201820	OG6_146129
TGME49_201830	TGME49_201830.R476	Toxoplasma gondii ME49	TGME49_chrVIIa:3,756,911..3,759,434(+)	ribosomal protein L37	TGGT1_201830,TGRH88_037110,TGVEG_201830	OG6_145389
TGME49_201840	TGME49_201840-t26_1	Toxoplasma gondii ME49	TGME49_chrVIIa:3,748,209..3,755,973(+)	aspartyl protease ASP1	TGGT1_201840,TGRH88_037100,TGVEG_201840	OG6_100536
TGME49_201850	TGME49_201850-t26_1	Toxoplasma gondii ME49	TGME49_chrVIIa:3,744,015..3,746,950(-)	WD domain, G-beta repeat-containing protein	TGGT1_201850,TGRH88_037090,TGVEG_201850	OG6_102912
TGME49_201860	TGME49_201860.R477	Toxoplasma gondii ME49	TGME49_chrVIIa:3,741,630..3,743,111(-)	hypothetical protein	TGGT1_201860,TGRH88_037080,TGVEG_201860	OG6_179540
TGME49_201870	TGME49_201870-t26_1	Toxoplasma gondii ME49	TGME49_chrVIIa:3,732,281..3,741,142(+)	tetratricopeptide repeat-containing protein	TGGT1_201870,TGRH88_037070,TGVEG_201870	OG6_142847
TGME49_201880	TGME49_201880.R478	Toxoplasma gondii ME49	TGME49_chrVIIa:3,728,742..3,731,028(+)	cytochrome b-c1 complex subunit 9	TGGT1_201880,TGRH88_037060,TGVEG_201880	OG6_139435
TGME49_201900	TGME49_201900-t26_1	Toxoplasma gondii ME49	TGME49_chrVIIa:3,713,270..3,720,614(-)	hypothetical protein	TGGT1_201900,TGRH88_037030,TGVEG_201900	OG6_171409
TGME49_202010	TGME49_202010-t26_1	Toxoplasma gondii ME49	TGME49_chrVIIa:3,707,975..3,713,207(+)	hypothetical protein	TGGT1_202010,TGRH88_037020,TGVEG_202010	OG6_490699
TGME49_202020	TGME49_202020.R479	Toxoplasma gondii ME49	TGME49_chrVIIa:3,699,955..3,707,271(+)	DnAK-TPR	TGGT1_202020,TGRH88_037010,TGVEG_202020	OG6_223014
TGME49_202040	TGME49_202040-t26_1	Toxoplasma gondii ME49	TGME49_chrVIIa:3,668,911..3,677,526(+)	hypothetical protein	TGGT1_202040,TGRH88_036980,TGVEG_202040	OG6_134647
TGME49_202050	TGME49_202050.R480	Toxoplasma gondii ME49	TGME49_chrVIIa:3,665,909..3,668,268(-)	hypothetical protein	TGGT1_202050,TGRH88_036970,TGVEG_202050	OG6_489310
TGME49_202065	TGME49_202065-t26_1	Toxoplasma gondii ME49	TGME49_chrVIIa:3,665,042..3,665,969(+)	hypothetical protein	TGGT1_202065,TGRH88_036960,TGVEG_202065	OG6_491883
TGME49_202070	TGME49_202070.R481	Toxoplasma gondii ME49	TGME49_chrVIIa:3,630,067..3,663,934(-)	hypothetical protein	TGVEG_202070	OG6_492004
TGME49_202080	TGME49_202080-t26_1	Toxoplasma gondii ME49	TGME49_chrVIIa:3,619,147..3,629,235(+)	hypothetical protein	TGGT1_202080,TGRH88_036940,TGVEG_202080	OG6_491401
TGME49_202090	TGME49_202090-t26_1	Toxoplasma gondii ME49	TGME49_chrVIIa:3,615,081..3,617,011(-)	hypothetical protein	TGGT1_202090,TGRH88_036930,TGVEG_202090	OG6_491636
TGME49_202100	TGME49_202100.R482	Toxoplasma gondii ME49	TGME49_chrVIIa:3,613,312..3,614,174(-)	hypothetical protein	TGGT1_202100,TGRH88_036920,TGVEG_202100	OG6_492283
TGME49_202110	TGME49_202110-t26_1	Toxoplasma gondii ME49	TGME49_chrVIIa:3,609,959..3,611,285(-)	hypothetical protein	TGGT1_202110,TGRH88_036910,TGVEG_202110	OG6_489648
TGME49_202120	TGME49_202120-t26_1	Toxoplasma gondii ME49	TGME49_chrVIIa:3,582,842..3,608,067(-)	PH domain-containing protein	TGGT1_202120,TGRH88_036900,TGVEG_202120	OG6_130917
TGME49_202140	TGME49_202140.R483	Toxoplasma gondii ME49	TGME49_chrVIIa:3,577,457..3,581,173(-)	enoyl-CoA hydratase/isomerase family protein	TGGT1_202140,TGRH88_036890,TGVEG_202140	OG6_171928
TGME49_202160	TGME49_202160-t26_1	Toxoplasma gondii ME49	TGME49_chrVIIa:3,567,185..3,577,344(+)	ABC1 family protein	TGGT1_202160,TGRH88_036880,TGVEG_202160	OG6_173494
TGME49_202170	TGME49_202170.R484	Toxoplasma gondii ME49	TGME49_chrVIIa:3,559,210..3,567,001(-)	hypothetical protein	TGGT1_202170,TGRH88_036870,TGVEG_202170	OG6_489543
TGME49_202180	TGME49_202180-t26_1	Toxoplasma gondii ME49	TGME49_chrVIIa:3,547,864..3,559,077(+)	hypothetical protein	TGGT1_202180,TGGT1_409260,TGRH88_036860,TGVEG_202180	OG6_151540
TGME49_202190	TGME49_202190.R485	Toxoplasma gondii ME49	TGME49_chrVIIa:3,535,530..3,544,560(-)	hypothetical protein	TGGT1_202190,TGRH88_036850,TGVEG_202190	OG6_206222
TGME49_202200	TGME49_202200-t26_1	Toxoplasma gondii ME49	TGME49_chrVIIa:3,522,470..3,528,253(-)	hypothetical protein	TGGT1_202200,TGRH88_036840,TGVEG_202200	OG6_489357
TGME49_202205	TGME49_202205-t26_1	Toxoplasma gondii ME49	TGME49_chrVIIa:3,520,735..3,521,924(-)	hypothetical protein	TGGT1_202205,TGRH88_036830,TGVEG_202205	OG6_491346
TGME49_202210	TGME49_202210-t26_1	Toxoplasma gondii ME49	TGME49_chrVIIa:3,518,119..3,520,605(-)	nucleoside diphosphate kinase	TGGT1_202210,TGRH88_036820,TGVEG_202210	OG6_104217
TGME49_202220	TGME49_202220.R486	Toxoplasma gondii ME49	TGME49_chrVIIa:3,509,010..3,513,924(-)	IMC suture-associated protein ISAP1	TGGT1_202220,TGRH88_036810,TGVEG_202220	OG6_490471
TGME49_202230	TGME49_202230-t26_1	Toxoplasma gondii ME49	TGME49_chrVIIa:3,497,609..3,509,131(+)	histone deacetylase HDAC5	TGGT1_202230,TGRH88_036800,TGVEG_202230	OG6_114105
TGME49_202240	TGME49_202240-t26_1	Toxoplasma gondii ME49	TGME49_chrVIIa:3,488,048..3,497,456(-)	RAP domain-containing protein	TGGT1_202240,TGRH88_036790,TGVEG_202240	OG6_489352
TGME49_202250	TGME49_202250-t26_1	Toxoplasma gondii ME49	TGME49_chrVIIa:3,479,343..3,488,003(+)	hypothetical protein	TGGT1_202250,TGRH88_036780,TGVEG_202250	OG6_491280
TGME49_202255	TGME49_202255.R487	Toxoplasma gondii ME49	TGME49_chrVIIa:3,472,175..3,479,167(-)	hypothetical protein	TGGT1_202255,TGRH88_036770,TGVEG_202255	OG6_489593
TGME49_202285	TGME49_202285-t26_1	Toxoplasma gondii ME49	TGME49_chrVIIa:3,444,702..3,447,383(+)	EGF family domain-containing protein	TGGT1_202285,TGRH88_036740,TGVEG_202285	OG6_132246
TGME49_202290	TGME49_202290-t26_1	Toxoplasma gondii ME49	TGME49_chrVIIa:3,438,649..3,441,736(-)	membrane protein, putative	TGGT1_202290,TGRH88_036730,TGVEG_202290	OG6_130935
TGME49_202300	TGME49_202300-t26_1	Toxoplasma gondii ME49	TGME49_chrVIIa:3,434,052..3,438,877(+)	inosine triphosphate pyrophosphatase, putative	TGGT1_202300,TGRH88_036720,TGVEG_202300	OG6_100769
TGME49_202310	TGME49_202310-t26_1	Toxoplasma gondii ME49	TGME49_chrVIIa:3,429,611..3,433,855(+)	O-sialoglycoprotein endopeptidase	TGGT1_202310,TGRH88_036710,TGVEG_202310	OG6_100288
TGME49_202340	TGME49_202340-t26_1	Toxoplasma gondii ME49	TGME49_chrVIIa:3,414,815..3,418,948(+)	proline dehydrogenase	TGGT1_202340,TGRH88_036700,TGVEG_202340	OG6_101295
TGME49_202350	TGME49_202350-t26_1	Toxoplasma gondii ME49	TGME49_chrVIIa:3,404,338..3,412,877(+)	50S ribosomal protein L21, putative	TGGT1_202350,TGRH88_036690,TGVEG_202350	OG6_101040
TGME49_202360	TGME49_202360-t26_1	Toxoplasma gondii ME49	TGME49_chrVIIa:3,394,670..3,402,661(+)	methylase, putative	TGGT1_202360,TGRH88_036680,TGVEG_202360	OG6_103169
TGME49_202370	TGME49_202370-t26_1	Toxoplasma gondii ME49	TGME49_chrVIIa:3,384,611..3,392,973(+)	T-complex protein 1, epsilon subunit (TCP-1-epsilon), putative	TGGT1_202370,TGRH88_036670,TGVEG_202370	OG6_100235
TGME49_202375	TGME49_202375-t26_1	Toxoplasma gondii ME49	TGME49_chrVIIa:3,379,488..3,384,231(-)	hypothetical protein	TGGT1_202375,TGVEG_202375	OG6_490488
TGME49_202380	TGME49_202380-t26_1	Toxoplasma gondii ME49	TGME49_chrVIIa:3,367,910..3,377,792(+)	rab GDI alpha, putative	TGGT1_202380,TGRH88_036650,TGVEG_202380	OG6_100967
TGME49_202390	TGME49_202390-t26_1	Toxoplasma gondii ME49	TGME49_chrVIIa:3,362,716..3,366,217(-)	mature soluble cytoskeleton protein MSC1B	TGGT1_202390,TGRH88_036640,TGVEG_202390	OG6_215374
TGME49_202400	TGME49_202400-t26_1	Toxoplasma gondii ME49	TGME49_chrVIIa:3,353,588..3,361,903(+)	calcium binding egf domain-containing protein	TGGT1_202400,TGRH88_036630,TGVEG_202400	OG6_174055
TGME49_202410	TGME49_202410-t26_1	Toxoplasma gondii ME49	TGME49_chrVIIa:3,341,623..3,351,984(+)	CRAL/TRIO domain-containing protein	TGGT1_202410,TGRH88_036620,TGVEG_202410	OG6_132275
TGME49_202420	TGME49_202420.R488	Toxoplasma gondii ME49	TGME49_chrVIIa:3,337,007..3,340,169(+)	hypothetical protein	TGGT1_202420,TGRH88_036610,TGVEG_202420	OG6_490057
TGME49_202430	TGME49_202430-t26_1	Toxoplasma gondii ME49	TGME49_chrVIIa:3,331,081..3,335,761(-)	hypothetical protein	TGGT1_202430,TGRH88_036600,TGVEG_202430	OG6_489805
TGME49_202440	TGME49_202440.R489	Toxoplasma gondii ME49	TGME49_chrVIIa:3,326,567..3,330,921(+)	hypothetical protein	TGGT1_202440,TGRH88_036590,TGVEG_202440	OG6_134715
TGME49_202445	TGME49_202445-t26_1	Toxoplasma gondii ME49	TGME49_chrVIIa:3,324,883..3,326,345(-)	hypothetical protein	TGGT1_202445,TGRH88_036580,TGVEG_202445	OG6_489379
TGME49_202450	TGME49_202450.R490	Toxoplasma gondii ME49	TGME49_chrVIIa:3,321,594..3,323,591(-)	hypothetical protein	TGGT1_202450,TGRH88_036570,TGVEG_202450	OG6_179347
TGME49_202460	TGME49_202460.R491	Toxoplasma gondii ME49	TGME49_chrVIIa:3,309,347..3,319,826(-)	diacylglycerol kinase accessory domain (presumed) domain-containing protein	TGGT1_202460,TGRH88_036560,TGVEG_202460	OG6_117937
TGME49_202470	TGME49_202470-t26_1	Toxoplasma gondii ME49	TGME49_chrVIIa:3,302,245..3,309,312(+)	rRNA metabolism protein, SBDS family protein	TGGT1_202470,TGRH88_036550,TGVEG_202470	OG6_101125
TGME49_202480	TGME49_202480-t26_1	Toxoplasma gondii ME49	TGME49_chrVIIa:3,297,119..3,300,440(+)	hypothetical protein	TGGT1_202480,TGRH88_036530,TGVEG_202480	OG6_201691
TGME49_202490	TGME49_202490-t26_1	Toxoplasma gondii ME49	TGME49_chrVIIa:3,277,755..3,294,084(-)	AP2 domain transcription factor AP2VIIa-7	TGGT1_202490,TGRH88_036520,TGVEG_202490	OG6_112057
TGME49_202500	TGME49_202500.R492	Toxoplasma gondii ME49	TGME49_chrVIIa:3,273,584..3,276,480(-)	glideosome-associated protein with multiple-membrane spans GAPM1A	TGGT1_202500,TGRH88_036510,TGVEG_202500	OG6_130918
TGME49_202510	TGME49_202510-t26_1	Toxoplasma gondii ME49	TGME49_chrVIIa:3,267,364..3,270,746(-)	glideosome-associated protein with multiple-membrane spans GAPM1B	TGGT1_202510,TGRH88_036500,TGVEG_202510	OG6_130918
TGME49_202520	TGME49_202520-t26_1	Toxoplasma gondii ME49	TGME49_chrVIIa:3,261,590..3,268,207(+)	hypothetical protein	TGGT1_202520,TGRH88_036490,TGVEG_202520	OG6_224181
TGME49_202530	TGME49_202530-t26_1	Toxoplasma gondii ME49	TGME49_chrVIIa:3,254,199..3,261,378(-)	aspartate-tRNA ligase	TGGT1_202530,TGRH88_036480,TGVEG_202530	OG6_100778
TGME49_202540	TGME49_202540.R493	Toxoplasma gondii ME49	TGME49_chrVIIa:3,235,830..3,251,334(-)	3'5'-cyclic nucleotide phosphodiesterase PDE1	TGGT1_202540,TGRH88_036470,TGVEG_202540	OG6_103870
